City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
381,penzance,0,GB,1523125200,81,50.12,-5.53,50.0,5.82
382,palafrugell,75,ES,1523125800,67,41.92,3.16,57.2,6.93
383,kurumkan,20,RU,1523127448,56,54.33,110.32,3.33,1.36
384,fushan,0,CN,1523124000,50,23.86,116.89,57.2,2.04
385,mapua,92,NZ,1523127439,98,-41.25,173.1,47.8,0.69
386,caravelas,20,BR,1523127450,100,-17.73,-39.27,78.22,6.96
387,sinnamary,92,GF,1523127440,93,5.38,-52.96,81.0,9.75
388,minot,1,US,1523123760,53,48.23,-101.3,21.2,4.61
389,marzuq,12,YE,1523127451,74,14.4,46.47,65.44,3.6
390,anadyr,90,RU,1523124000,77,64.73,177.51,6.8,4.47
391,safford,1,US,1523123460,18,32.83,-109.71,80.6,11.41
392,mabaruma,80,GY,1523127442,69,8.2,-59.78,84.97,8.3
393,nefteyugansk,0,RU,1523124000,73,61.09,72.61,26.6,8.95
394,baruun-urt,8,MN,1523127442,70,46.68,113.28,17.29,2.93
395,goundam,20,ML,1523127443,15,16.42,-3.66,97.83,3.83
396,gedo,56,ET,1523127443,80,9.01,37.45,63.45,2.15
397,ust-kuyga,64,RU,1523127453,81,70.0,135.55,5.95,2.93
398,okato,92,NZ,1523127454,100,-39.19,173.88,58.87,5.39
399,curup,68,ID,1523127444,97,-3.47,102.53,69.85,2.04
400,fjerritslev,88,DK,1523127445,70,57.08,9.27,48.07,8.19
401,te anau,68,NZ,1523127445,86,-45.41,167.72,43.12,7.29
402,lavaltrie,75,CA,1523124720,55,45.88,-73.28,37.4,24.16
403,taungdwingyi,92,MM,1523127446,54,20.0,95.55,82.45,12.44
404,westport,75,IE,1523124000,93,53.8,-9.52,48.2,4.7
405,kenai,1,US,1523123760,59,60.55,-151.26,33.8,9.17
406,batagay,32,RU,1523127447,55,67.65,134.64,3.07,2.71
407,miri,64,NG,1523127458,25,10.31,9.75,89.65,5.61
408,sidi ali,92,DZ,1523127448,76,36.1,0.42,57.25,16.8
409,tchibanga,48,GA,1523127448,78,-2.92,11.0,78.67,4.16
410,ahome,5,MX,1523122800,39,25.92,-109.18,78.8,10.31
411,port-gentil,20,GA,1523124000,79,-0.72,8.78,84.2,6.93
412,opuwo,44,NA,1523127460,73,-18.06,13.84,71.56,2.37
413,laem sing,0,TH,1523127450,90,12.48,102.07,72.37,17.36
414,kidal,0,ML,1523127451,11,18.44,1.41,91.35,2.71
415,gazanjyk,36,TM,1523127451,54,39.24,55.52,55.62,7.63
416,rockland,1,US,1523127060,33,42.13,-70.92,48.2,9.17
417,uspenka,0,UA,1523127452,52,48.39,39.16,54.45,11.88
418,vrangel,12,RU,1523127452,99,42.73,133.08,33.75,11.65
419,makakilo city,90,US,1523126220,94,21.35,-158.09,75.2,7.96
420,katsuura,0,JP,1523127453,79,33.93,134.5,42.94,14.23
421,pacific grove,20,US,1523126100,77,36.62,-121.92,64.4,14.99
422,uige,48,AO,1523127454,46,-7.61,15.06,78.85,3.49
423,alta floresta,76,BR,1523127454,83,-9.87,-56.08,81.64,2.71
424,marshalltown,1,US,1523127300,40,42.04,-92.91,35.6,13.87
425,dori,0,BF,1523127465,20,14.03,-0.03,96.85,4.5
426,callaway,1,US,1523126100,62,46.98,-95.91,24.8,8.05
427,palia kalan,12,IN,1523127456,87,28.45,80.58,69.12,3.27
428,adrar,40,DZ,1523124000,14,27.87,-0.29,93.2,21.92
429,fare,0,PF,1523127467,100,-16.7,-151.02,81.64,7.52
430,sao paulo de olivenca,64,BR,1523127457,77,-3.38,-68.87,84.97,3.6
431,martapura,32,ID,1523127457,100,-3.41,114.85,77.14,2.59
432,muros,40,ES,1523125800,76,42.77,-9.06,51.8,6.93
433,yeppoon,90,AU,1523125800,78,-23.13,150.74,71.6,8.05
434,bridlington,90,GB,1523125200,76,54.08,-0.19,57.2,5.82
435,aldine,90,US,1523127300,81,29.93,-95.38,53.6,12.75
436,wajima,92,JP,1523127461,100,37.4,136.9,41.4,12.1
437,sechura,20,PE,1523127461,75,-5.56,-80.82,78.48,6.96
438,moen,80,NO,1523125200,58,69.13,18.61,30.2,6.93
439,tiznit,0,MA,1523127472,78,29.7,-9.73,60.22,14.79
440,yatou,40,CM,1523124000,83,3.63,9.81,82.4,1.12
441,portland,90,US,1523126340,76,45.52,-122.67,60.8,5.82
442,morondava,80,MG,1523127463,97,-20.3,44.28,79.39,1.03
443,dickinson,1,US,1523123760,42,46.88,-102.79,30.2,14.99
444,bubaque,0,GW,1523124000,74,11.28,-15.83,80.6,11.41
445,takoradi,8,GH,1523127464,94,4.89,-1.75,83.17,9.75
446,alofi,100,NU,1523124000,100,-19.06,-169.92,75.2,3.36
447,vershino-darasunskiy,0,RU,1523127465,64,52.35,115.52,15.4,3.71
448,saldanha,48,PT,1523127475,78,41.42,-6.55,49.15,4.5
449,evensk,0,RU,1523127466,100,61.92,159.24,12.79,15.23
450,roma,0,IT,1523125200,54,41.89,12.48,60.8,1.12
451,puerto ayacucho,40,CO,1523124000,55,5.66,-67.63,89.6,4.7
452,san andres,32,PH,1523127467,98,13.32,122.68,80.65,21.72
453,tommot,24,RU,1523127477,71,58.97,126.27,7.57,2.37
454,eureka,1,US,1523126100,67,40.8,-124.16,59.0,11.41
455,pochutla,5,MX,1523123100,69,15.74,-96.47,82.4,11.41
456,sauteurs,75,GD,1523124000,83,12.22,-61.63,80.6,18.34
457,taltal,0,CL,1523127479,75,-25.41,-70.49,67.5,3.6
458,muroto,0,JP,1523127470,100,33.37,134.14,43.3,11.43
459,balikpapan,20,ID,1523127470,100,-1.24,116.86,79.83,2.04
460,rio bananal,68,BR,1523127470,79,-19.26,-40.34,80.02,8.52
461,airai,0,TL,1523127471,78,-8.93,125.41,62.2,1.7
462,moerai,20,PF,1523127481,100,-22.43,-151.33,79.47,9.75
463,jian,32,IN,1523127482,94,25.65,87.89,68.32,4.27
464,margate,75,AU,1523125800,76,-43.03,147.26,55.4,3.36
465,brae,76,GB,1523125200,93,60.4,-1.35,44.6,8.05
466,road town,20,VG,1523124000,62,18.42,-64.62,84.2,9.17
467,zhucheng,0,CN,1523124000,57,30.85,114.8,51.8,2.24
468,itarema,48,BR,1523127474,98,-2.92,-39.92,82.0,6.73
469,barra do corda,80,BR,1523127475,97,-5.5,-45.25,77.68,7.18
470,tateyama,88,JP,1523127475,100,36.66,137.31,29.8,2.15
471,sindou,0,BF,1523127475,33,10.66,-5.16,93.79,3.6
472,camabatela,36,AO,1523127476,56,-8.19,15.37,73.62,4.16
473,luanda,75,AO,1523124000,78,-8.83,13.24,82.4,9.17
474,ambulu,8,ID,1523127476,100,-8.35,113.61,76.87,3.15
475,fort pierce,90,US,1523126100,65,27.45,-80.33,89.6,8.05
476,san francisco,75,US,1523126100,68,37.78,-122.42,64.4,4.7
477,cumpas,24,MX,1523127489,16,30.0,-109.78,79.75,2.82
478,yanam,0,IN,1523127479,88,16.73,82.22,77.32,4.72
479,henties bay,0,NA,1523127479,86,-22.12,14.28,66.97,7.85
480,flin flon,20,CA,1523124000,43,54.77,-101.88,15.8,2.24
481,petropavlivka,0,UA,1523127490,66,48.46,36.42,50.85,11.65
482,naze,75,NG,1523124000,88,5.43,7.07,75.2,2.24
483,minas de barroteran,0,MX,1523127481,46,27.63,-101.28,72.45,4.94
484,jhudo,0,PK,1523127482,49,24.96,69.3,80.92,7.63
485,aitape,0,PG,1523127482,100,-3.15,142.36,78.57,3.15
486,buluang,90,PH,1523124000,83,10.47,123.98,78.8,8.05
487,sault sainte marie,90,CA,1523126760,79,46.49,-84.36,28.4,13.87
488,carroll,0,AU,1523125800,82,-30.99,150.44,57.2,8.05
489,solnechnyy,36,RU,1523127484,98,50.72,136.64,18.0,4.38
490,vardo,90,US,1523126100,44,39.62,-77.74,41.0,14.99
491,hariana,48,IN,1523127485,55,31.64,75.84,72.64,7.74
492,lahaina,20,US,1523125800,94,20.87,-156.68,75.2,16.11
493,whitehorse,75,CA,1523124000,79,60.72,-135.06,32.0,6.93
494,manila,90,PH,1523124000,83,14.59,120.98,80.6,8.05
495,bandarbeyla,0,SO,1523127487,100,9.49,50.81,82.27,5.17
496,high level,5,CA,1523124000,37,58.52,-117.13,19.4,9.17
497,constitucion,5,MX,1523123040,8,23.99,-104.67,73.4,4.7
498,havoysund,88,NO,1523125200,100,71.0,24.66,32.0,11.41
499,setermoen,80,NO,1523125200,58,68.86,18.35,28.4,6.93
500,bilibino,0,RU,1523127499,75,68.06,166.44,-4.05,2.37
501,mana,0,RS,1523125800,71,43.52,20.24,55.4,6.93
502,nang rong,24,TH,1523124000,82,14.64,102.79,64.4,5.82
503,derzhavinsk,80,KZ,1523127490,91,51.1,66.31,32.05,9.08
504,badvel,8,IN,1523127491,62,14.74,79.07,76.5,4.16
505,avera,75,US,1523126100,88,33.19,-82.53,69.8,6.93
506,santa cruz cabralia,40,BR,1523124000,66,-16.28,-39.02,84.2,10.29
507,baillif,80,GP,1523125800,62,16.02,-61.75,84.2,14.99
508,lakatoro,92,VU,1523127503,100,-16.11,167.42,77.05,5.28
509,xihua,0,CN,1523127503,52,33.79,114.53,48.6,15.12
510,stara moravica,0,RS,1523125800,81,45.87,19.47,50.0,8.05
511,rovaniemi,0,FI,1523125200,73,66.5,25.72,26.6,8.05
512,puerto rondon,24,CO,1523127505,94,6.28,-71.1,82.54,10.87
513,papara,40,BR,1523124000,70,-3.98,-38.73,84.2,8.05
514,kurilsk,64,RU,1523127495,99,45.23,147.88,29.35,13.78
515,inuvik,5,CA,1523124000,56,68.36,-133.71,12.2,4.7
516,rudsar,75,IR,1523124000,87,37.14,50.29,55.4,2.26
517,ucluelet,90,CA,1523124000,93,48.94,-125.55,48.2,20.8
518,sola,75,NO,1523125200,53,58.89,5.65,50.0,6.93
519,cuenca,92,ES,1523127497,100,40.07,-2.13,42.04,7.74
520,waterloo,90,CA,1523124780,63,43.47,-80.52,30.2,14.99
521,muromtsevo,88,RU,1523127499,99,56.37,75.24,31.77,3.27
522,minab,12,IR,1523125800,65,27.15,57.07,77.0,4.7
523,esso,76,RU,1523127499,97,55.93,158.7,18.82,2.48
524,chatellerault,0,FR,1523125800,93,46.8,0.53,53.6,6.93
525,condado,75,BR,1523124000,58,-7.59,-35.1,86.0,9.17
526,faanui,88,PF,1523127500,100,-16.48,-151.75,81.64,8.08
527,indian head,0,CA,1523127501,99,50.53,-103.67,12.07,4.61
528,galesong,20,ID,1523125800,88,-5.32,119.37,77.0,3.36
529,ouidah,40,BJ,1523124000,79,6.37,2.09,84.2,5.82
530,otradnyy,24,RU,1523127513,94,53.38,51.35,33.57,12.66
531,nekhayevskiy,0,RU,1523127514,76,50.41,41.76,38.52,8.86
532,tigil,88,RU,1523127504,87,57.8,158.67,24.22,3.27
533,cagliliog,80,PH,1523127504,74,13.9,123.29,79.12,17.13
534,xuddur,12,SO,1523127515,95,4.12,43.89,69.4,2.93
535,llangefni,76,GB,1523123400,76,53.26,-4.31,50.0,3.36
536,grindavik,75,IS,1523125800,74,63.84,-22.43,39.2,8.05
537,umea,0,SE,1523125200,80,63.83,20.26,35.6,5.82
538,waipawa,48,NZ,1523127506,85,-39.94,176.59,38.52,2.59
539,rakai,12,UG,1523127507,94,-0.71,31.4,64.27,2.71
540,ahipara,0,NZ,1523127507,100,-35.17,173.16,57.79,6.4
541,birjand,90,IR,1523124000,71,32.86,59.22,57.2,9.17
542,kloulklubed,75,PW,1523123640,88,7.04,134.26,80.6,9.08
543,krasnoarmeysk,0,RU,1523124000,59,56.12,38.15,37.4,6.71
544,codrington,80,AU,1523127509,97,-28.95,153.24,64.27,2.59
545,nortelandia,24,BR,1523127509,82,-14.45,-56.8,87.57,3.94
546,lere,100,TD,1523127519,45,9.66,14.23,94.15,2.71
547,tomatlan,0,MX,1523127510,51,19.93,-105.25,84.97,3.94
548,namatanai,76,PG,1523127510,100,-3.66,152.44,82.72,1.25
549,muli,0,IN,1523127510,41,22.62,71.45,81.19,10.31
550,hukuntsi,76,BW,1523127511,40,-23.98,21.76,76.15,2.93
551,grand gaube,40,MU,1523124000,83,-20.01,57.66,78.8,16.11
552,seoul,0,KR,1523125800,38,37.57,126.98,39.2,10.29
553,mitsamiouli,40,KM,1523124000,83,-11.38,43.28,80.6,5.82
554,port lincoln,0,AU,1523127512,74,-34.72,135.86,67.5,13.78
555,rio grande,0,BR,1523124000,45,-32.03,-52.1,84.2,5.82
556,kabo,44,CF,1523127513,84,7.69,18.62,79.93,3.71
557,lagos,40,NG,1523124000,83,6.46,3.39,84.2,5.82
558,nogliki,88,RU,1523127514,90,51.8,143.14,23.58,6.73
559,mehamn,80,NO,1523127514,88,71.03,27.85,27.45,5.28
560,onega,0,RU,1523127514,68,63.91,38.09,29.52,13.67
561,marovoay,40,MG,1523124000,83,-16.11,46.64,82.4,6.93
562,kem,12,UG,1523127525,93,2.68,33.77,66.97,3.27
563,khovu-aksy,64,RU,1523127515,83,51.13,93.72,26.1,2.59
