,Compound,Negative,Neutral,Positive,Time Stamp,Tweet,Tweet_Ago,User
299,-0.3818,0.133,0.867,0.0,02-25-2018 23:15:07,Mexican President Enrique Peña Nieto calls off visit to White House after confrontational call with President Trump… https://t.co/Cf9vMV3Eya,99,@CNN
300,-0.6124,0.429,0.571,0.0,03-10-2018 08:45:00,"Cutting @NASA science missions 'Can set a dangerous precedent,' Congressman warns https://t.co/ZQTogPkcLZ",0,@FoxNews
301,-0.34,0.112,0.888,0.0,03-10-2018 03:59:23,"AG Jeff Sessions on Oakland mayor warning of ICE raids: ""This is a radical ideology. It's contrary to the American… https://t.co/YON0ktYsWh",1,@FoxNews
302,0.1027,0.0,0.877,0.123,03-10-2018 01:51:04,".@realDonaldTrump says Australia could be exempt from steel, aluminum tariffs https://t.co/U7FquCmhqv",2,@FoxNews
303,0.0,0.0,1.0,0.0,03-09-2018 23:31:47,.@CallyGingrich: Ending human trafficking must be a global priority for us all https://t.co/dZ564HQOuD,3,@FoxNews
304,0.0,0.0,1.0,0.0,03-09-2018 21:23:19,White House says meeting with Kim Jong Un will not happen without 'concrete' actions by North Korea - via… https://t.co/Pz0cu7bdLW,4,@FoxNews
305,0.4215,0.0,0.887,0.113,03-09-2018 19:32:15,".@PressSec on @POTUS plans to meet with Kim Jong Un: ""For the first time in a long time, the United States is actua… https://t.co/ekVf4J3GkU",5,@FoxNews
306,0.0,0.0,1.0,0.0,03-09-2018 17:42:13,ESPN’s Michael Smith joins anti-Trump former co-host Jemele Hill on ‘SportsCenter’ sideline https://t.co/nqRnGriQW7,6,@FoxNews
307,0.0,0.0,1.0,0.0,03-09-2018 15:27:27,".@Nigel_Farage: ""Anybody that is seen as Russia as a traitor, anybody that has crossed Vladimir Putin, comes to a v… https://t.co/dDEAcKMaVB",7,@FoxNews
308,-0.4404,0.367,0.633,0.0,03-09-2018 13:34:06,BREAKING NEWS: 4.1% unemployment - February. https://t.co/qoB34O3TUU,8,@FoxNews
309,0.0,0.0,1.0,0.0,03-09-2018 11:40:00,".@HomeDepot pledges $50 million to train 20,000 skilled laborers, military veterans wanted https://t.co/c5isn2Gone https://t.co/sx0Jgw6F1O",9,@FoxNews
310,-0.5267,0.185,0.815,0.0,03-09-2018 09:04:23,Stormy weather: Can lawyer's attempt to silence porn star hurt the president? https://t.co/xsJ8n0YkIt via @HowardKurtz @MediaBuzzFNC,10,@FoxNews
311,-0.4767,0.193,0.807,0.0,03-09-2018 05:45:00,"Two SWAT members suspended after responding to Florida shooting 'without notification', officials say https://t.co/Jj3hdyqGaO",11,@FoxNews
312,0.0,0.0,1.0,0.0,03-09-2018 02:40:00,"Nikolas Cruz's mom, tormented by his behavior, weighed signing over parental rights: family source https://t.co/NvBuhWrPzO",12,@FoxNews
313,0.0,0.0,1.0,0.0,03-09-2018 00:46:13,"RT @FoxNewsResearch: Since taking power in 2011, Kim Jong Un has never traveled abroad, and has never met with a foreign head of state. htt…",13,@FoxNews
314,0.0,0.0,1.0,0.0,03-08-2018 23:02:44,Former Obama aide Kal Penn wants Schumer 'out of office' after pro-Israel speech https://t.co/nkoYgI4gAo,14,@FoxNews
315,0.0,0.0,1.0,0.0,03-08-2018 21:17:00,The @Volkswagen Beetle will soon be squashed https://t.co/FSh8BCb7XN,15,@FoxNews
316,-0.6249,0.194,0.806,0.0,03-08-2018 20:33:33,".@DLoesch on @GovMalloyOffice likening @NRA to terrorists: ""Maybe making my kids get all their homework done makes… https://t.co/K1DC5eMqBt",16,@FoxNews
317,0.0,0.0,1.0,0.0,03-08-2018 19:19:58,"Moments ago, California Sen. @KamalaHarris slammed President @realDonaldTrump and AG Jeff Sessions over immigration… https://t.co/hw6OSsqfg5",17,@FoxNews
318,0.0,0.0,1.0,0.0,03-08-2018 17:45:00,MOMENTS AGO: Former @POTUS campaign chair @PaulManafort appears at U.S. district court for an arraignment hearing. https://t.co/j9y9vUBIr4,18,@FoxNews
319,-0.7184,0.4,0.6,0.0,03-08-2018 16:33:33,"53-year-old man allegedly stabs deputy, hurts another in California https://t.co/YJlcB4Z4w3 #FoxNewsUS",19,@FoxNews
320,0.6705,0.0,0.593,0.407,03-08-2018 14:39:45,Trump hints at steel tariff flexibility for 'real friends' https://t.co/HzI8AVDanQ,20,@FoxNews
321,0.0,0.0,1.0,0.0,03-08-2018 13:04:51,RT @FoxBusiness: U.S. futures: https://t.co/lJ7xdjhO0U,21,@FoxNews
322,-0.6597,0.244,0.65,0.106,03-08-2018 11:32:00,Sgt. Sean Larkin: “This is an alarming number for number of officers killed by gunfire so far this year.”… https://t.co/SKNvtXYgAc,22,@FoxNews
323,-0.5423,0.212,0.788,0.0,03-08-2018 09:41:58,"US drone kills 21 militants, including son of Pakistani Taliban leader, report says https://t.co/XWYc5JtLXB",23,@FoxNews
324,0.6124,0.0,0.667,0.333,03-08-2018 08:15:00,NFL prospect says team official asked him if he likes men https://t.co/Y8uCEQX0ev,24,@FoxNews
325,-0.7964,0.336,0.664,0.0,03-08-2018 06:55:00,"Cecil the lion 'suffered incredible cruelty' for up to 12 hours before dying, researcher claims https://t.co/8zXywAg2eH",25,@FoxNews
326,-0.7351,0.36,0.64,0.0,03-08-2018 05:15:00,"Alabama man charged after killing 1, wounding 3 in restaurant shooting, authorities say https://t.co/sOPURrxWWr",26,@FoxNews
327,0.2732,0.0,0.811,0.189,03-08-2018 03:23:11,"Nor'easter brings heavy snow, creates travel headaches across Northeast https://t.co/evMWxuKWHn",27,@FoxNews
328,-0.3818,0.148,0.852,0.0,03-08-2018 01:02:50,"Bill to arm some Florida teachers, restrict rifle sales passes state house, goes to governor https://t.co/HYTBBKx6oe",28,@FoxNews
329,-0.5423,0.259,0.741,0.0,03-07-2018 22:57:23,Astronaut @StationCDRKelly: How I went from bad student to space star https://t.co/an4h4oguWq,29,@FoxNews
330,-0.3818,0.224,0.776,0.0,03-07-2018 21:25:14,"Pennsylvania, New Jersey battle second nor'easter in one week https://t.co/GB7Wx1NBNx",30,@FoxNews
331,-0.6908,0.37,0.63,0.0,03-07-2018 19:27:52,Connecticut Governor: The NRA Has Become 'Terrorist Organization' https://t.co/YKeBWSBmdr,31,@FoxNews
332,-0.4404,0.295,0.48,0.225,03-07-2018 17:50:43,"Ingraham Hits Back at Bush Over Trump Jab: Endless War, Financial Crisis Was Not 'Pretty Good' https://t.co/sseZLyAxxb",32,@FoxNews
333,0.0,0.0,1.0,0.0,03-07-2018 16:25:29,".@RepMattGaetz: ""In 2015, there was a federal court filing where Russian officials were calling Carter Page an idio… https://t.co/vCLWurwE9C",33,@FoxNews
334,-0.34,0.194,0.806,0.0,03-07-2018 14:22:32,"20-year-old sues Dick's, Walmart over new gun policies (via @FoxBusiness) https://t.co/7yrhzGXh6U",34,@FoxNews
335,-0.4805,0.273,0.727,0.0,03-07-2018 12:17:21,Wild otter attacks 77-year-old Florida kayaker: 'It didn't want to come off' https://t.co/gHGFSq80gA,35,@FoxNews
336,-0.5106,0.216,0.784,0.0,03-07-2018 10:16:51,NBA owner Mark Cuban was investigated for sexually assaulting woman in 2011 https://t.co/u8lsjeKhO4,36,@FoxNews
337,-0.4939,0.132,0.868,0.0,03-07-2018 08:45:00,A scary sight in North Dakota as a garbage truck can be seen sliding out of control at Bismarck State College on Mo… https://t.co/rsboya3Tui,37,@FoxNews
338,-0.8176,0.415,0.585,0.0,03-07-2018 07:10:00,Nashville mayor who had affair with bodyguard resigns after pleading guilty to criminal theft https://t.co/bmaHQflDqC,38,@FoxNews
339,0.4767,0.0,0.853,0.147,03-07-2018 05:35:00,TRY TO 'SHEEP' UP: A paramedic responding to a house call in England made some fluffy friends while trekking throug… https://t.co/Q3HwBc2fbe,39,@FoxNews
340,0.0,0.0,1.0,0.0,03-07-2018 02:51:33,What to know about the incoming nor'easter https://t.co/GM7OTy4JCd,40,@FoxNews
341,-0.34,0.167,0.833,0.0,03-06-2018 23:07:48,"Gary Cohn, White House chief economic adviser, to resign - via @brookefoxnews  @johnrobertsFox 
https://t.co/oI0r9YL1xC",41,@FoxNews
342,0.8271,0.0,0.617,0.383,03-06-2018 20:46:18,".@POTUS: ""A strong and balanced economic relationship strengthens security and prosperity in both of our countries… https://t.co/1w1mi9LwEy",42,@FoxNews
343,-0.1779,0.199,0.643,0.158,03-06-2018 17:30:33,U.S. Office of Special Counsel says Kellyanne Conway violated Hatch Act https://t.co/pX3hnSO2KB https://t.co/8xKQcIDrV4,43,@FoxNews
344,0.6369,0.0,0.714,0.286,03-06-2018 15:22:41,.@SpeakerRyan: “What we’re trying to do is make sure we have good economic policy.” https://t.co/22tRtTelv6,44,@FoxNews
345,0.6131,0.0,0.8,0.2,03-06-2018 11:55:57,"JUST IN: North Korea promises to not use nuclear weapons against South Korea, willing to hold talks with US on denu… https://t.co/nEGt804lPO",45,@FoxNews
346,0.0,0.0,1.0,0.0,03-06-2018 10:25:45,".@davidburstein: ""Tariff's are not the way to do it... this will only incentivize, as everybody's pointing out, qui… https://t.co/B5oJZ3rZbl",46,@FoxNews
347,-0.2263,0.128,0.872,0.0,03-06-2018 08:55:00,"Tennessee woman's lawsuit claims trooper groped her, pulled her over twice in hours https://t.co/Thz90ouR4L",47,@FoxNews
348,-0.4588,0.222,0.778,0.0,03-06-2018 07:25:00,"Union coffee boys pulled in over $42 an hour working Hudson Yards project, lawsuit charges https://t.co/C2L3C52Ff4",48,@FoxNews
349,-0.2732,0.13,0.87,0.0,03-06-2018 05:45:00,NJ Transit suspends conductor who allegedly warned passengers ICE agents were 'looking for illegals' https://t.co/pYpYnw4ymx,49,@FoxNews
350,-0.2732,0.161,0.745,0.093,03-06-2018 03:03:02,.@MarkSteynOnline Battles Immigration Advocate on 'Sanctuary' Policies: 'As a Legal Immigrant I'm a Bit Concerned' https://t.co/CpJwy3qaZE,50,@FoxNews
351,0.0,0.0,1.0,0.0,03-06-2018 00:13:32,".@FBI agent Peter Strzok was told of possible breach into @HillaryClinton's server but didn't follow up, sources say https://t.co/UwCZJD7hkE",51,@FoxNews
352,0.0,0.0,1.0,0.0,03-05-2018 21:04:19,Stephen Hawking says he knows what happened before the dawn of time https://t.co/EEq2LdcCYD,52,@FoxNews
353,0.8225,0.0,0.703,0.297,03-05-2018 17:49:31,.@POTUS: “If we could do peace between Israel and the Palestinians that would be a great thing for the world.” https://t.co/gQOOsqzH6p,53,@FoxNews
354,0.128,0.0,0.889,0.111,03-05-2018 15:39:22,"Trump's DACA deadline passes under legal cloud, with urgency dwindling in Congress https://t.co/lptA1Jyseo",54,@FoxNews
355,-0.5994,0.17,0.83,0.0,03-05-2018 12:13:18,"For the first time since the Vietnam War, a U.S. Navy aircraft carrier is paying a visit to a Vietnamese port. The… https://t.co/myZxahCq0l",55,@FoxNews
356,0.0772,0.0,0.936,0.064,03-05-2018 09:42:00,".@TGowdySC: ""I want to know everything that happened in 2016, and whether Andy McCabe was leaking for or against… https://t.co/qXuaQ6wEt9",56,@FoxNews
357,0.4019,0.0,0.856,0.144,03-05-2018 08:05:00,".@RepMattGaetz: ""It’s absolutely time for Jeff Sessions to either appoint a second special counsel… or have someone… https://t.co/p0boaM2w4d",57,@FoxNews
358,0.4215,0.145,0.542,0.313,03-05-2018 06:30:00,"#Trump, Netanyahu to meet amid growing uncertainty on Mideast peace deal https://t.co/XnRBzY8fao",58,@FoxNews
359,0.8979,0.0,0.579,0.421,03-05-2018 04:53:51,"JUST IN: ""The Shape of Water"" won Best Picture at the 90th Academy Awards Sunday night. #Oscars… https://t.co/AUAB2EPvj1",59,@FoxNews
360,-0.3612,0.176,0.711,0.113,03-05-2018 03:37:39,".@DevinNunes on FISA abuse: ""The [FISA] court was never told that the Democratic Party and the @HillaryClinton camp… https://t.co/nvPRGMcKWH",60,@FoxNews
361,-0.7351,0.256,0.744,0.0,03-05-2018 02:11:23,".@SteveHiltonx: ""The American people got sick and tired of all that corruption. It is a big part of the reason… https://t.co/zjCVygo7BR",61,@FoxNews
362,0.0,0.0,1.0,0.0,03-05-2018 00:30:01,Everything to know about the #Oscars https://t.co/URO1hTlsso,62,@FoxNews
363,-0.5267,0.239,0.761,0.0,03-04-2018 22:40:34,".@TomFitton: ""The dossier is the reason for the Mueller investigation. No dossier, no Mueller investigation."" https://t.co/Tib2O9hrhv",63,@FoxNews
364,0.0,0.0,1.0,0.0,03-04-2018 21:05:00,".@SecretaryRoss: ""We're talking about a total of $9 billion of tariffs. That's about one half of one percent of the… https://t.co/TTWNutTxYI",64,@FoxNews
365,-0.347,0.189,0.687,0.124,03-04-2018 19:25:00,"TONIGHT: A special 2-hour SCANDALOUS - First, Episode 6: 'Impeachment,' then the all-new finale: 'The Show That Nev… https://t.co/9uwUvzBp7M",65,@FoxNews
366,-0.6705,0.243,0.757,0.0,03-04-2018 16:55:00,Texas man killed after 'device' explodes on front porch of Austin home (via @travfed)  https://t.co/FeQBUfu4Pw,66,@FoxNews
367,0.3612,0.0,0.884,0.116,03-04-2018 15:26:08,".@TGowdySC: ""This Democrat memo makes me smile. If it were up to @AdamSchiffCA... it would've been a haiku and not… https://t.co/AhM2u47KAr",67,@FoxNews
368,-0.347,0.189,0.687,0.124,03-04-2018 13:23:00,"TONIGHT: A special 2-hour SCANDALOUS - First, Episode 6: 'Impeachment,' then the all-new finale: 'The Show That Nev… https://t.co/JtfQrz6lUc",68,@FoxNews
369,0.0,0.0,1.0,0.0,03-04-2018 09:46:00,"A large wave crashed into a seawall in Winthrop, Massachusetts, a day after a fierce nor'easter pounded the Atlanti… https://t.co/u7dgWbiXe6",69,@FoxNews
370,0.3818,0.0,0.843,0.157,03-04-2018 08:10:00,"""All the promises that [@realDonaldTrump has] made, he kept.""

On #StreetJustice, @JudgeJeanine visits #CPAC2018. https://t.co/hGAa0V6IWI",70,@FoxNews
371,-0.6369,0.224,0.776,0.0,03-04-2018 06:35:00,"Alex Little on Oakland Mayor warning of ICE raids: ""The question of whether she broke a specific law [is] probably… https://t.co/ReGEjxXRxi",71,@FoxNews
372,0.8115,0.0,0.682,0.318,03-04-2018 05:01:00,"Mark Glyptis: “The president, on his campaign, promised to have fair trade and so he’s honoring one of his commitme… https://t.co/YhzJWkrk3o",72,@FoxNews
373,0.0,0.0,1.0,0.0,03-04-2018 03:11:15,"MH370 disappearance 4 years on, Malaysia to end search in June https://t.co/A7UhN86I7y",73,@FoxNews
374,-0.347,0.189,0.687,0.124,03-04-2018 01:22:00,"TOMORROW: A special 2-hour SCANDALOUS - First, Episode 6: 'Impeachment,' then the all-new finale: 'The Show That Ne… https://t.co/i74CFNAiwD",74,@FoxNews
375,0.0,0.0,1.0,0.0,03-03-2018 23:09:16,"Italian election could see right-wing, populists rise to power https://t.co/uwwGINF3hs",75,@FoxNews
376,0.0,0.0,1.0,0.0,03-03-2018 21:39:00,"Jose Aristimuno on John Kelly: ""There's a trend at the White House right now that is happening that people are resi… https://t.co/O104ZnhFZV",76,@FoxNews
377,0.0,0.0,1.0,0.0,03-03-2018 20:18:41,"RT @FoxBusiness: On '@LouDobbs Tonight': @Jim_Jordan ""We had Congressman Schiff's memo come out and I think all it did was reinforce and bu…",77,@FoxNews
378,0.0,0.0,1.0,0.0,03-03-2018 18:51:05,"TONIGHT on ""Justice,"" @JudgeJeanine talks to @RepLeeZeldin - Tune in at 9p ET on Fox News Channel! https://t.co/TBlffiNDu7",78,@FoxNews
379,0.0,0.0,1.0,0.0,03-03-2018 16:51:32,".@dagenmcdowell: ""@Walmart and @DICKS did this, made this announcement, for PR purposes, for public relations purpo… https://t.co/DlgDY2GjFR",79,@FoxNews
380,-0.875,0.562,0.438,0.0,03-03-2018 14:50:39,Snowboarder killed in California; skiers killed in France https://t.co/oeBZoRQuRQ,80,@FoxNews
381,0.0,0.0,1.0,0.0,03-03-2018 11:16:56,PBS to launch conservative talk show April 13 https://t.co/ixEdiOfX0s,81,@FoxNews
382,-0.6124,0.333,0.667,0.0,03-03-2018 06:27:02,"Michigan student suspected of slaying parents has been arrested, authorities say https://t.co/Ggd37Dd1zL",82,@FoxNews
383,-0.128,0.158,0.842,0.0,03-03-2018 03:09:37,Companies cutting ties with the NRA. @IngrahamAngle https://t.co/rotJnKFMFk https://t.co/sT2pZdidO5,83,@FoxNews
384,0.0,0.0,1.0,0.0,03-03-2018 00:17:01,"Elton John storms off stage, sounds off on fans https://t.co/tWm34gpap8",84,@FoxNews
385,-0.6705,0.333,0.667,0.0,03-02-2018 22:13:14,Officers killed in the line of duty in 2018 https://t.co/RvlddGFDZ1,85,@FoxNews
386,0.3612,0.0,0.848,0.152,03-02-2018 19:43:20,'Markets Do Not Like This': Sandra Smith Grills WH Trade Official on Steel Tariffs https://t.co/C9U9hFdMrb,86,@FoxNews
387,0.34,0.0,0.882,0.118,03-02-2018 18:24:39,Bagpipes are played at #BillyGrahamFuneral as the casket carrying the body of the late Rev. #BillyGraham is carried… https://t.co/3mfDSiZH26,87,@FoxNews
388,-0.296,0.128,0.872,0.0,03-02-2018 17:11:03,"Chris Wallace: ""There's no question he's one of the giants of the 20th century."" #BillyGraham https://t.co/K3NdZZK0m3",88,@FoxNews
389,-0.128,0.158,0.842,0.0,03-02-2018 16:34:39,RT @FoxBusiness: Companies cutting ties with the NRA https://t.co/8bqvABF6X6,89,@FoxNews
390,0.0,0.0,1.0,0.0,03-02-2018 14:06:45,"Moments ago, President @realDonaldTrump tweeted that: ""IF YOU DON'T HAVE STEEL, YOU DON'T HAVE A COUNTRY!"" https://t.co/HYvCehyyMA",90,@FoxNews
391,-0.128,0.103,0.897,0.0,03-02-2018 12:04:57,.@Surgeon_General on @foxandfriends: “We know our president has always been tough on drugs.” https://t.co/qWlEG4w6fm,91,@FoxNews
392,0.0,0.0,1.0,0.0,03-02-2018 10:30:01,.@SenSchumer on Wednesday voted against a nomination by the #Trump administration to fill a federal judgeship — and… https://t.co/t319sBbBq9,92,@FoxNews
393,0.0,0.0,1.0,0.0,03-02-2018 07:00:24,Jesse Jackson Jr. seeks to unload $2M house amid unemployed wife's lavish lifestyle: report https://t.co/rd65TxiokT (via @LukasMikelionis),93,@FoxNews
394,0.0,0.0,1.0,0.0,03-02-2018 03:32:06,.@SenSchumer on Wednesday voted against a nomination by the #Trump administration to fill a federal judgeship — and… https://t.co/gvnOmZapXZ,94,@FoxNews
395,-0.2732,0.231,0.769,0.0,03-02-2018 01:02:46,Low @BlueAngels takeoff covers onlookers in dust. https://t.co/iPEUarWFBM,95,@FoxNews
396,0.0,0.0,1.0,0.0,03-01-2018 23:10:32,"Stock market plunges following President @realDonaldTrump's announcement on steel, aluminum tariffs. #SpecialReport… https://t.co/7pBSuzhzH0",96,@FoxNews
397,0.0,0.0,1.0,0.0,03-01-2018 21:22:55,RT @FoxBusiness: #BreakingNews: Major averages end down more than 1% after @POTUS' tariff comments. https://t.co/vPDBzccuU4,97,@FoxNews
398,-0.2263,0.101,0.899,0.0,03-01-2018 19:51:12,".@PressSec: ""@POTUS is concerned about the men and women of this country who have been forgotten about."" https://t.co/XSmWZn6E1L",98,@FoxNews
399,0.0,0.0,1.0,0.0,03-01-2018 17:57:25,Caged gorilla statue called ‘racially insensitive’ will return to Texas park https://t.co/v9hSv9jd19,99,@FoxNews
400,0.4215,0.0,0.843,0.157,03-10-2018 08:31:06,RT @AKannapell: What We’re Reading: @SamSifton likes @aswordmaven’s report from a hot N.Y. restaurant's backstage (@bonappetit); @marclacey…,0,@nytimes
401,-0.4939,0.127,0.873,0.0,03-10-2018 03:17:02,"RT @nytpolitics: Satellite imagery shows that North Korea appears to be making new nuclear bomb fuel, even  as Kim Jong-un has expressed wi…",1,@nytimes
402,0.0,0.0,1.0,0.0,03-09-2018 22:28:04,"36 Hours in Auckland: The New Zealand city is laid-back and outdoorsy, but its sophistication shines https://t.co/BiyT97CC6D",2,@nytimes
403,0.0,0.0,1.0,0.0,03-09-2018 18:30:45,"""Literature cannot be the business of a woman’s life,"" young Charlotte Brontë was mansplained — advice she fortunat… https://t.co/4036wuCKiU",3,@nytimes
404,0.0,0.0,1.0,0.0,03-09-2018 13:37:14,"Breaking News: The U.S. economy added 313,000 jobs in February, far exceeding analysts' expectations. The jobless r… https://t.co/cXWKKfmH61",4,@nytimes
405,-0.6486,0.261,0.739,0.0,03-09-2018 09:16:01,"President Trump has accused China of unfair tactics in the steel trade, including transshipping.  A fact check: https://t.co/irX50EWVLY",5,@nytimes
406,0.4528,0.072,0.78,0.148,03-09-2018 04:35:04,RT @sewellchan: Honored to contribute this essay on trans pioneer Marsha P. Johnson to our new series OVERLOOKED. Her contributions to the…,6,@nytimes
407,0.2732,0.0,0.9,0.1,03-09-2018 00:33:00,The South Korean official who conveyed the invitation told reporters that Trump had accepted it and would meet with… https://t.co/zZrCd94Alx,7,@nytimes
408,0.0,0.0,1.0,0.0,03-08-2018 21:05:03,Deceptively simple to make and the payoff is just sublime https://t.co/q3LkEi3CGq,8,@nytimes
409,0.0,0.0,1.0,0.0,03-08-2018 18:15:07,"RT @nytopinion: The next Standing Rock may be in Oregon, where the Klamath Tribes have joined with other Native American tribes to oppose a…",9,@nytimes
410,-0.0258,0.061,0.939,0.0,03-08-2018 15:04:52,"@NatalieOrnell This is just a start. We’ll be adding to this collection each week, as Overlooked becomes a regular… https://t.co/wIgq14YgOD",10,@nytimes
411,0.3612,0.0,0.884,0.116,03-08-2018 11:45:04,"A group of 11 nations — including major U.S. allies like Japan, Canada and Australia — is set to sign a broad trade… https://t.co/kbxPa3e9X6",11,@nytimes
412,0.891,0.0,0.621,0.379,03-08-2018 06:43:05,RT @nytimesworld: “We had hoped that you — as someone we and many others have celebrated for your commitment to human dignity and universal…,12,@nytimes
413,-0.296,0.127,0.802,0.071,03-08-2018 01:32:03,Ted Cruz launched his general re-election campaign by mocking his Democratic opponent for going by his childhood ni… https://t.co/oLtr84qwea,13,@nytimes
414,0.5719,0.0,0.812,0.188,03-07-2018 21:30:04,"Congressional Republicans and industry leaders, who only recently were celebrating the passage of a sweeping tax cu… https://t.co/igFDiscCTo",14,@nytimes
415,-0.6124,0.238,0.762,0.0,03-07-2018 18:40:42,“This is basically going to war.” California’s governor struck back after Attorney General Jeff Sessions attacked t… https://t.co/CwetPpkj9a,15,@nytimes
416,0.2023,0.0,0.913,0.087,03-07-2018 16:06:02,"Stocks fell in early trading on Wall Street, a day after President Trump’s top economic adviser, Gary Cohn, said he… https://t.co/u6bhiuVrqN",16,@nytimes
417,0.0,0.0,1.0,0.0,03-07-2018 12:30:08,Full results and maps from the Texas primaries https://t.co/WhLZDBW58T,17,@nytimes
418,0.0,0.0,1.0,0.0,03-07-2018 07:38:54,"The actress Cynthia Nixon is talking with 2 veteran Democratic political operatives, a sign that she may be moving… https://t.co/DUSvcFYKbv",18,@nytimes
419,0.0,0.0,1.0,0.0,03-07-2018 03:02:06,"“Who made history?” chanted the throng of red-clad West Virginia teachers, who had defied state officials by stagin… https://t.co/QSW38TPcPi",19,@nytimes
420,0.2023,0.0,0.878,0.122,03-06-2018 23:03:04,Here are the top officials in the Trump White House who have left https://t.co/CBoskDdasx,20,@nytimes
421,0.2023,0.0,0.913,0.087,03-06-2018 18:48:32,The corruption trial of a former top aide to Governor Andrew Cuomo could be headed to a mistrial after jurors said… https://t.co/PNcdu5Uzse,21,@nytimes
422,0.3291,0.0,0.879,0.121,03-06-2018 15:55:03,"Happy Birthday, Gabriel García Márquez.

From December: Márquez's literary remains may be in Texas, but a new digit… https://t.co/Py3fIZ0p2J",22,@nytimes
423,-0.5106,0.345,0.504,0.151,03-06-2018 11:24:22,Can This Judge Solve the Opioid Crisis? https://t.co/UTEHToSNzV,23,@nytimes
424,-0.946,0.489,0.511,0.0,03-06-2018 06:02:02,"RT @NYTScience: Trauma surgeons recount the horror of assault weapons: ""You will see multiple organs shattered. The exit wounds can be a fo…",24,@nytimes
425,0.4767,0.0,0.744,0.256,03-06-2018 01:37:06,The complete list of winners at the 2018 Oscars https://t.co/tNKGLu5PVC,25,@nytimes
426,0.0,0.0,1.0,0.0,03-05-2018 21:15:03,"In one of China’s biggest cities, the women-only subway cars are full of men https://t.co/WgkWPzg7jb",26,@nytimes
427,0.6361,0.102,0.639,0.259,03-05-2018 18:45:12,"“Immigrants are the perfect scapegoat for all manner of angst, both economic and cultural, and very easy fertile gr… https://t.co/PVv4TUnk2R",27,@nytimes
428,0.0,0.0,1.0,0.0,03-05-2018 15:45:11,"Jimmy Kimmel threw barbs at Harvey Weinstein, President Trump and Mike Pence https://t.co/WuTFHnqCkh",28,@nytimes
429,-0.1531,0.14,0.753,0.108,03-05-2018 11:10:08,"The State Department was granted $120 million to fight Russian meddling. It has spent $0.
https://t.co/omgJPpXNzq",29,@nytimes
430,0.0,0.0,1.0,0.0,03-05-2018 05:37:24,South Korean Envoys Fly to North Korea to Meet Kim Jong-un https://t.co/DA6h9wOuNa,30,@nytimes
431,0.4767,0.0,0.763,0.237,03-05-2018 03:56:46,"A running list of Oscar winners so far, including Jordan Peele https://t.co/Pqxci8UTEe",31,@nytimes
432,-0.0772,0.202,0.648,0.15,03-05-2018 02:29:35,"Allison Janney just won an Oscar for ""I, Tonya."" She channeled her harsh inner critic to get it. https://t.co/9sSfGvd3c9",32,@nytimes
433,0.0,0.0,1.0,0.0,03-05-2018 01:09:06,What @Wesley_Morris is watching for at this year's Oscars ceremony  https://t.co/NFvp3uJc22 https://t.co/kW0QJ2xul7,33,@nytimes
434,-0.3802,0.115,0.885,0.0,03-04-2018 23:20:47,"RT @poniewozik: Background on Seacrest, for whom E! was reportedly also considering a 30-second delay in case someone brought up the issue…",34,@nytimes
435,0.5859,0.0,0.847,0.153,03-04-2018 19:53:03,"Helen Mirren on the power of #MeToo: ""It’s an amazing moment, isn’t it? I’ve never wanted to be younger than I am,… https://t.co/XJOVBDwND6",35,@nytimes
436,0.0,0.0,1.0,0.0,03-04-2018 15:07:50,RT @nytimesmusic: The David Bowie you’ve never seen https://t.co/U5gvL55VPN https://t.co/KgAdLNw6iv,36,@nytimes
437,0.0,0.0,1.0,0.0,03-04-2018 09:19:23,What can we expect at this year's Oscars? https://t.co/p0Ui2wVn8Y,37,@nytimes
438,-0.4215,0.177,0.823,0.0,03-04-2018 04:24:23,Researchers are struggling to understand what causes “self-neglect” — and how to fix it https://t.co/IuDsqURMXK,38,@nytimes
439,0.3818,0.0,0.822,0.178,03-03-2018 23:36:42,"In a remote Colombian jungle, citizens move to protect ""the river of 5 colors"" https://t.co/mL5Ig1uvEF",39,@nytimes
440,-0.3612,0.217,0.783,0.0,03-03-2018 18:47:01,"If a channel receives 3 strikes within 3 months, YouTube​ terminates it https://t.co/yhHWPHEVzN",40,@nytimes
441,0.2567,0.184,0.541,0.275,03-03-2018 14:02:04,"Modern Love: ""I had assumed I was straight; I was just really, really bad at it."" https://t.co/4srlibGvV6",41,@nytimes
442,0.0772,0.0,0.885,0.115,03-03-2018 09:46:29,Doctors: The Challenge of Doctor-Patient Relations in the Internet Age https://t.co/9rYMzzCgO1,42,@nytimes
443,0.4215,0.0,0.851,0.149,03-03-2018 04:26:03,RT @nytopinion: The teachers in West Virginia can provide workers throughout the country with a powerful lesson. https://t.co/8yb0GMi44h,43,@nytimes
444,-0.2263,0.245,0.542,0.213,03-02-2018 23:32:03,"RT @nytopinion: It’s been inspiring and thrilling to watch furious, cleareyed teenagers shame and vilify gutless politicians and soul-dead…",44,@nytimes
445,0.0,0.0,1.0,0.0,03-02-2018 19:20:11,"The airstrikes have been unrelenting in a Damascus suburb and families have headed into basements and dank tunnels,… https://t.co/vhCoRdsVsa",45,@nytimes
446,0.296,0.196,0.489,0.315,03-02-2018 14:45:09,"""Trade wars are good, and easy to win,"" President Trump tweeted https://t.co/6YPTxRI6xw",46,@nytimes
